score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★★,5,Senior Crash Data Systems Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Tech & Digital,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-crash-data-systems-expert-at-ntu-international-a-s-4428816218?position=9&pageNum=50&refId=c%2FP4KTovjyjO9FsghYUi7w%3D%3D&trackingId=1bSDMONiPwQ5vL%2F5C1vgWw%3D%3D,Mid-Senior level,International Affairs,2026-06-22,2026-06-29,archive,retirée de la source
★★★★☆,4,Senior Corridor Performance Observatory Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-corridor-performance-observatory-expert-at-ntu-international-a-s-4427963777?position=6&pageNum=50&refId=c%2FP4KTovjyjO9FsghYUi7w%3D%3D&trackingId=VOdNMYPG1dxnHTUrmMIxEQ%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,Senior Contract Administrator,Endeavour Mining,Autres métiers,Juridique,Senior,"Zouan-Hounien, Montagnes, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-contract-administrator-at-endeavour-mining-4426867189?position=5&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=%2FzSFe956fTvJGc3Qyv53CA%3D%3D,Associate,Mining and Legal Services,2026-06-22,2026-06-29,archive,retirée de la source
★★★★★,5,Senior AI Systems Administrator - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-systems-administrator-talent-pool-at-mass-markets-4425305627?position=4&pageNum=42&refId=IsJWRAzthXX46JnzMLM13A%3D%3D&trackingId=XH9hN1G8WpW2PNg6sLb%2FpQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,Senior AI Operations Analyst - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-operations-analyst-talent-pool-at-mass-markets-4424896709?position=1&pageNum=45&refId=MrCwnvxLi2dimKyBm9H34A%3D%3D&trackingId=9gI0NNnYqISpSauKy%2BkMxw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,Senior AI Agent Developer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-agent-developer-talent-pool-at-mass-markets-4424898695?position=7&pageNum=47&refId=TEEjGzSa1LQ6BjUf99NHLA%3D%3D&trackingId=RpkzdA5snT3POZ2xMSuBqQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,Senior AI / ML Engineer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-ml-engineer-talent-pool-at-mass-markets-4425306629?position=6&pageNum=47&refId=TEEjGzSa1LQ6BjUf99NHLA%3D%3D&trackingId=LRVePi8U%2FTMylo3vamzuLg%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,Senior AI / Digital Transformation Expert,NTU International A/S,Data & IA,Tech & Digital,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-14,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-digital-transformation-expert-at-ntu-international-a-s-4428640549?position=1&pageNum=47&refId=TEEjGzSa1LQ6BjUf99NHLA%3D%3D&trackingId=Fbq26nEcvh1sBTXqn%2B5Vog%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Sea Logistics Customer Care Specialist,Kuehne+Nagel,Relation Client & Support,Relation Client & BPO,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/sea-logistics-customer-care-specialist-at-kuehne%2Bnagel-4425483298?position=5&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=aIRX6txo0%2BJ%2Bl%2B417fCbbQ%3D%3D,Not Applicable,"Transportation, Logistics, Supply Chain and Storage",2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Sales Engineer,Trucept Engineering,Commercial & Vente,Ingénierie & Industrie,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Part-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-engineer-at-trucept-engineering-4431053557?position=1&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=tzpZUsz6KEm0%2B2KKYPadSg%3D%3D,Entry level,Engineering Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Sales Activation Specialist (Côte d'Ivoire),Yango,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,Full-time,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-activation-specialist-c%C3%B4te-d-ivoire-at-yango-4424705368?position=22&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=44X%2FpO2I%2FYH5eSNhIO6x%2BQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,STAGIAIRE CHEF DE PROJET – NÉGOCIATION IMMOBILIÈRE - H/F_ COTE D'IVOIRE,L3M HOLDING,Gestion de projet,ONG & Projets,Stage,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-27,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-chef-de-projet-%E2%80%93-n%C3%A9gociation-immobili%C3%A8re-h-f-cote-d-ivoire-at-l3m-holding-4433424876?position=1&pageNum=10&refId=T4c19uqFoY4xHKo%2FtvFp4A%3D%3D&trackingId=V7TN45KOxRybqVrBysdEZQ%3D%3D,Not Applicable,Business Consulting and Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,SGABS à compléter,Société Générale African Business Services,Autres métiers,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/sgabs-%C3%A0-compl%C3%A9ter-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-african-business-services-4118876970?position=4&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=iXGSWTZi2bAgpRLoPgyP3Q%3D%3D,Not Applicable,Banking and IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Régisseur plateau,Ville de Mont-Saint-Aignan,Autres métiers,Administration,Confirmé,"Le Plateau, Abidjan, Côte d'Ivoire",Contract,2026-06-27,,,LinkedIn,https://ci.linkedin.com/jobs/view/r%C3%A9gisseur-plateau-at-ville-de-mont-saint-aignan-4433439709?position=1&pageNum=7&refId=TSmmEMrJuA5kiJhP%2BEle9w%3D%3D&trackingId=5W7QrsNRQGihK0hn9MYFHw%3D%3D,Not Applicable,Government Administration,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Rédacteur Sinistres Santé,WTW,Communication & Contenu,Santé & Pharma,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-23,,,LinkedIn,https://ci.linkedin.com/jobs/view/r%C3%A9dacteur-sinistres-sant%C3%A9-at-wtw-4432417578?position=6&pageNum=52&refId=DNdasv8vIUuilCNLes1yVA%3D%3D&trackingId=FwBbZqgPYkdcgswxdX26RQ%3D%3D,Not Applicable,Financial Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,Responsable Préparation Mobilisation Maintenance F/H,Keolis Group,Maintenance,Ingénierie & Industrie,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-pr%C3%A9paration-mobilisation-maintenance-f-h-at-keolis-group-4415349839?position=9&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=khkqWCXHpktIR88wgoU3tQ%3D%3D,Executive,Rail Transportation,2026-06-22,2026-06-29,archive,retirée de la source
★★★★★,5,Responsable Marketing & Contenu,Villa THOANNYD - L'Instant Africain,Marketing & Growth,Marketing & Communication,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-marketing-contenu-at-villa-thoannyd-l-instant-africain-4433295565?position=38&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=XcLzBfJk6TY2uf%2B0wy6uNw%3D%3D,Mid-Senior level,Hospitality,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Représentant(e) du Service à la Clientèle Bilingue (Français/Anglais) — Télétravail,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-23,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-e-du-service-%C3%A0-la-client%C3%A8le-bilingue-fran%C3%A7ais-anglais-%E2%80%94-t%C3%A9l%C3%A9travail-at-talentpop-app-4430892140?position=2&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=7KR5meeicJ3kfgTA3HM68w%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Représentant(e) du Service à la Clientèle Bilingue (Français/Anglais) — Télétravail,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-23,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-e-du-service-%C3%A0-la-client%C3%A8le-bilingue-fran%C3%A7ais-anglais-%E2%80%94-t%C3%A9l%C3%A9travail-at-talentpop-app-4430899142?position=9&pageNum=22&refId=NVEAFa9Yhk3FXe4uENVc6Q%3D%3D&trackingId=oY0D%2FLcqI2a9hXyVM2aS%2BQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Représentant technique des moteurs d'aéronautique / Aeroengine Technical Representative,Rolls-Royce,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-technique-des-moteurs-d-a%C3%A9ronautique-aeroengine-technical-representative-at-rolls-royce-4425905457?position=8&pageNum=42&refId=IsJWRAzthXX46JnzMLM13A%3D%3D&trackingId=WclE01xB61SEAGooBWRq5g%3D%3D,Not Applicable,Industrial Machinery Manufacturing,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Rejoignez l'élite du support client bilingue (Français/Anglais) – 100 % Télétravail !,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-23,,,LinkedIn,https://ci.linkedin.com/jobs/view/rejoignez-l-%C3%A9lite-du-support-client-bilingue-fran%C3%A7ais-anglais-%E2%80%93-100-%25-t%C3%A9l%C3%A9travail-%21-at-talentpop-app-4430899130?position=1&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=zCPvKSgausCcXIKCtwp5eQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,RESPONSABLE MAGASIN DE PRODUITS FINIS,Fed Africa,Autres métiers,Autres / Généraliste,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-magasin-de-produits-finis-at-fed-africa-4431877850?position=2&pageNum=7&refId=TSmmEMrJuA5kiJhP%2BEle9w%3D%3D&trackingId=M9uhhk8kpf%2BLq15%2BDXV1Pw%3D%3D,Not Applicable,Food and Beverage Manufacturing,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Préparateur équipement arrêt pétrochimique H/F - 13,Ortec Group,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-14,,,LinkedIn,https://ci.linkedin.com/jobs/view/pr%C3%A9parateur-%C3%A9quipement-arr%C3%AAt-p%C3%A9trochimique-h-f-13-at-ortec-group-4387846798?position=7&pageNum=40&refId=nRBNm5fnXKtbvpCSLUlGjw%3D%3D&trackingId=rOna72tBTVYb6a%2BXa8FKXQ%3D%3D,Not Applicable,Environmental Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Préparateur instrumentation H/F,Ortec Group,Ingénierie & Technique,Autres / Généraliste,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/pr%C3%A9parateur-instrumentation-h-f-at-ortec-group-4415293261?position=3&pageNum=40&refId=nRBNm5fnXKtbvpCSLUlGjw%3D%3D&trackingId=mwbnLcdqLYZPSwI40eEUNg%3D%3D,Not Applicable,Environmental Services,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,"Project Officer, GGSP-CALAO",DevelopmentAid,Autres métiers,Autres / Généraliste,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/project-officer-ggsp-calao-at-developmentaid-4430627112?position=48&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=drA13l8tGS5m5D1xER5bCg%3D%3D,Entry level,International Trade and Development,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Project Management Specialist for Installation H/F,GE HealthCare,Autres métiers,Autres / Généraliste,Junior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/project-management-specialist-for-installation-h-f-at-ge-healthcare-4398008944?position=4&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=6onCM61v%2FpN1uyI%2B4t9DNA%3D%3D,Entry level,Hospitals and Health Care,2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,Presales Consultant,Southcomp Polaris,"Conseil, Expertise & Stratégie",Tech & Digital,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/presales-consultant-at-southcomp-polaris-4422796385?position=8&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=cfp0AUMto5xhFhC8efFCtQ%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Pre-Sales Manager,Ezra,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-27,,,LinkedIn,https://ci.linkedin.com/jobs/view/pre-sales-manager-at-ezra-4383731431?position=6&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=y2oRzRvX6vRFH7U5cxvDow%3D%3D,Not Applicable,Financial Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Peintre au Pistolet Classe B / Spray Painter Class B,Rolls-Royce,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/peintre-au-pistolet-classe-b-spray-painter-class-b-at-rolls-royce-4417394092?position=4&pageNum=15&refId=3OEMLptsFNa4idxr8hTK8Q%3D%3D&trackingId=a7bCKfr5v9U8XuD5%2Be0QYg%3D%3D,Not Applicable,Industrial Machinery Manufacturing,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Payroll Administrative Assistant,Wave Mobile Money,Ressources Humaines,Ressources Humaines,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/payroll-administrative-assistant-at-wave-mobile-money-4413952355?position=10&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=qjNne6FNLyLANzspSZ1ylw%3D%3D,Not Applicable,Financial Services,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Payroll Administrative Assistant,Wave Gambia,Ressources Humaines,Ressources Humaines,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/payroll-administrative-assistant-at-wave-gambia-4433483982?position=44&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=GYmJZ91g8Nehr1heciqRaA%3D%3D,Not Applicable,Financial Services,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Partnership and Administration Intern,Global Green Growth Institute,Autres métiers,Autres / Généraliste,Stage,"Abidjan, Côte d'Ivoire",Internship,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/partnership-and-administration-intern-at-global-green-growth-institute-4429791995?position=4&pageNum=25&refId=EwXA9cXcC2uAzHxE3ipYWw%3D%3D&trackingId=3deYgrsppfYwxi1HIKq08Q%3D%3D,Internship,International Affairs,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,"Opticien(ne) - Daloa 2, Cote d'Ivoire",Lapaire,Santé & Médical,Autres / Généraliste,Junior,"Daloa, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/opticien-ne-daloa-2-cote-d-ivoire-at-lapaire-4432008043?position=3&pageNum=50&refId=c%2FP4KTovjyjO9FsghYUi7w%3D%3D&trackingId=KEoC4WaJxsQRF3WmtSLj%2Bw%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Operations Support Specialist (Côte d'Ivoire),Yango,Relation Client & Support,Tech & Digital,Confirmé,Côte d'Ivoire,Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/operations-support-specialist-c%C3%B4te-d-ivoire-at-yango-4429068965?position=5&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=mSRvjZUzBcb%2BeMWD1PH%2FQQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Nest Lead (Distribution Center Lead),Zipline,Logistique & Supply Chain,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Contract,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/nest-lead-distribution-center-lead-at-zipline-4427676074?position=1&pageNum=50&refId=c%2FP4KTovjyjO9FsghYUi7w%3D%3D&trackingId=jytJGBCWpC%2FMhdhi%2BVhd7g%3D%3D,Not Applicable,"Transportation, Logistics, Supply Chain and Storage",2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Médecin du Travail,Endeavour Mining,Santé & Médical,Santé & Pharma,Senior,"Zouan-Hounien, Montagnes, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/m%C3%A9decin-du-travail-at-endeavour-mining-4430228521?position=4&pageNum=52&refId=DNdasv8vIUuilCNLes1yVA%3D%3D&trackingId=q2wtSVkJD9CF1YYKJjn83A%3D%3D,Mid-Senior level,Mining,2026-06-29,2026-06-29,archive,retirée de la source
★☆☆☆☆,1,Mécanicien Poids Lourds,DAK TRUST,Ingénierie & Technique,Ingénierie & Industrie,Confirmé,Côte d'ivoire,,20 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136674-mecanicien-poids-lourds,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,"Manager, Account Executive - Fintechs and Wallets Partners, Abidjan",Visa,Commercial & Vente,Commerce & Vente,Manager/Direction,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/manager-account-executive-fintechs-and-wallets-partners-abidjan-at-visa-4417702652?position=2&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=Aj2m82siAWv4s6sDFaIktA%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Maintenance Project Engineer,EPSA,Ingénierie & Technique,Ingénierie & Industrie,Confirmé,"Daloa, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/maintenance-project-engineer-at-epsa-4427514175?position=8&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=yTsnWx34Ox77y68BzxxD7w%3D%3D,Not Applicable,Mining,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Magasinier,,Logistique & Supply Chain,Logistique & Achats,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/industrie-production-mat-1eres/4027-magasinier.html,,Industrie/production/Mat 1eres,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Logistics Coordinator- West Africa,BIC,Logistique & Supply Chain,Logistique & Achats,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/logistics-coordinator-west-africa-at-bic-4421851469?position=35&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=xrLw3Vl5y4S%2BIO87Vw4I3w%3D%3D,Not Applicable,Manufacturing,2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,Legal Director,The Green Recruitment Company,Juridique & Conformité,Juridique,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/legal-director-at-the-green-recruitment-company-4426047700?position=3&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=jKPxfX6xKn0GhtXG8HPl4Q%3D%3D,Executive,Services for Renewable Energy and Energy Technology,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,"Lead Portfolio Advisor [Abidjan, Côte d'Ivoire, P-5]",ReliefWeb,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,Côte d'Ivoire,Full-time,2026-05-30,,,LinkedIn,https://ci.linkedin.com/jobs/view/lead-portfolio-advisor-abidjan-c%C3%B4te-d-ivoire-p-5-at-reliefweb-4421349870?position=58&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=EGf42Uga2siXEjRDWMe3cQ%3D%3D,Not Applicable,International Affairs,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,"Lead Portfolio Advisor [Abidjan, Côte d'Ivoire, P-5]",International Fund for Agricultural Development (IFAD),"Conseil, Expertise & Stratégie",BTP & Construction,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-05-30,,,LinkedIn,https://ci.linkedin.com/jobs/view/lead-portfolio-advisor-abidjan-c%C3%B4te-d-ivoire-p-5-at-international-fund-for-agricultural-development-ifad-4422528706?position=2&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=ENA8IH9jiqP6n7UFUfp5PA%3D%3D,Mid-Senior level,"Non-profit Organizations, Agriculture, Construction, Mining Machinery Manufacturing, and International Trade and Development",2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Language Teacher | Remote,Crossing Hurdles,Enseignement & Formation,Éducation & Formation,Confirmé,Côte d'Ivoire,Contract,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/language-teacher-remote-at-crossing-hurdles-4428495779?position=2&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=Ckomu8CwZGSpR5bYI2SMnA%3D%3D,Associate,"Book and Periodical Publishing, Research Services, and Translation and Localization",2026-06-19,2026-06-29,archive,retirée de la source
★☆☆☆☆,1,LIVREURS,Free express,Métiers de terrain,Logistique & Achats,Confirmé,Côte d'ivoire,,20 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136675-livreurs,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Key Account Specialist (Côte d'Ivoire),Yango,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,Full-time,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/key-account-specialist-c%C3%B4te-d-ivoire-at-yango-4424190404?position=7&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=NYc3MTAUy3ZKwqaToNiELw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Junior Professional Officer - LIFT Programme (Green Lending),Global Green Growth Institute,Autres métiers,ONG & Projets,Junior,"Abidjan, Côte d'Ivoire",Volunteer,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/junior-professional-officer-lift-programme-green-lending-at-global-green-growth-institute-4427948545?position=10&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=w69g2ZR21MCGrBr1Gv%2BX2g%3D%3D,Not Applicable,International Affairs,2026-06-22,2026-06-29,archive,retirée de la source
★★★★☆,4,Ingénieur Calcul Structure - Abidjan F/H,B-Hive Engineering,Ingénierie & Technique,Ingénierie & Industrie,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/ing%C3%A9nieur-calcul-structure-abidjan-f-h-at-b-hive-engineering-4429022261?position=2&pageNum=50&refId=c%2FP4KTovjyjO9FsghYUi7w%3D%3D&trackingId=JF%2FEsbJWKm7kODHdjOghpQ%3D%3D,Associate,Business Consulting and Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,"Head of Fleet Business Development (Côte d’Ivoire, Senegal)",Yango,Commercial & Vente,Commerce & Vente,Manager/Direction,Côte d'Ivoire,Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/head-of-fleet-business-development-c%C3%B4te-d%E2%80%99ivoire-senegal-at-yango-4430139795?position=13&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=xIO1DdGSpIDEEg7aMBB2Hg%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
